tournament,stage,match_type,match_name,map,round_number,loadout_value,remaining_credits,type,outcome,team_id
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Sunset,13,,0.2k,Eco: 0-5k,Loss,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Pearl,8,,20.2k,Full buy: 20k+,Loss,1001
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,Ascent,4,,1.0k,Full buy: 20k+,Win,13790
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,Ascent,7,,13.2k,Full buy: 20k+,Loss,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Split,1,,0.2k,Eco: 0-5k,Win,474
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Split,21,,15.5k,Full buy: 20k+,Loss,624
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Haven,13,,0.2k,Eco: 0-5k,Win,17
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Split,8,,11.1k,Full buy: 20k+,Loss,2593
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Icebox,16,,9.4k,Full buy: 20k+,Win,11058
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Split,8,,4.1k,Full buy: 20k+,Win,17
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,17,,8.6k,Semi-buy: 10-20k,Loss,17
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Lotus,4,,2.9k,Semi-buy: 10-20k,Loss,2593
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Lotus,9,,2.4k,Full buy: 20k+,Win,13790
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,Icebox,2,,4.3k,Semi-buy: 10-20k,Win,624
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,Icebox,15,,11.2k,Full buy: 20k+,Win,2593
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,5,,23.8k,Full buy: 20k+,Win,17
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Haven,2,,8.7k,Eco: 0-5k,Loss,7386
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Sunset,7,,27.0k,Full buy: 20k+,Loss,2
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Ascent,14,,9.2k,Eco: 0-5k,Loss,878
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Icebox,13,,0.1k,Eco: 0-5k,Loss,878
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Icebox,3,,13.9k,Semi-buy: 10-20k,Loss,11058
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Haven,13,,0.3k,Eco: 0-5k,Win,2593
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,14,,0.4k,Semi-buy: 10-20k,Win,17
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Split,1,,0.3k,Eco: 0-5k,Win,2593
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Split,3,,9.4k,Full buy: 20k+,Win,2593
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Split,9,,15.1k,Full buy: 20k+,Loss,2593
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Lotus,14,,9.8k,Eco: 0-5k,Loss,13790
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,MIBR vs LEVIATÁN,Icebox,12,25.6k,4.3k,Full buy: 20k+,Loss,7386
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Lotus,13,,0.1k,Eco: 0-5k,Win,2
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Ascent,19,,6.3k,Full buy: 20k+,Win,624
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Icebox,12,,0.6k,Full buy: 20k+,Win,624
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Pearl,20,,8.6k,Full buy: 20k+,Win,1001
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Ascent,6,,9.5k,Full buy: 20k+,Win,878
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,1,,0.3k,Eco: 0-5k,Loss,11058
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,6,,8.3k,Semi-buy: 10-20k,Loss,2
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,5,,2.6k,Full buy: 20k+,Win,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,17,,0.8k,Full buy: 20k+,Win,11058
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,24,,2.9k,Full buy: 20k+,Win,624
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,5,,3.5k,Full buy: 20k+,Win,13790
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Lotus,20,,5.0k,Full buy: 20k+,Win,2593
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Icebox,7,,6.4k,Semi-buy: 10-20k,Loss,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Icebox,9,,17.4k,Full buy: 20k+,Win,474
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,23,,7.5k,Full buy: 20k+,Win,474
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,19,,33.2k,Full buy: 20k+,Win,2
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Lotus,7,,8.9k,Full buy: 20k+,Loss,11058
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,13,,0.2k,Eco: 0-5k,Loss,13581
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Ascent,1,,0.1k,Eco: 0-5k,Win,2593
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,16,,2.9k,Full buy: 20k+,Loss,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Split,13,,0.3k,Eco: 0-5k,Loss,2593
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Icebox,6,,1.8k,Full buy: 20k+,Win,1001
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Icebox,8,,3.9k,Semi-buy: 10-20k,Loss,624
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,5,,9.3k,Full buy: 20k+,Win,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,16,,10.1k,Semi-eco: 5-10k,Loss,13790
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,1,,0.2k,Eco: 0-5k,Loss,7386
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Ascent,21,,1.2k,Full buy: 20k+,Loss,17
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Pearl,3,,11.4k,Semi-buy: 10-20k,Win,13790
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Split,12,,1.4k,Full buy: 20k+,Loss,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Ascent,2,,6.1k,Semi-buy: 10-20k,Win,2593
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,1,,0.2k,Eco: 0-5k,Win,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,9,,1.0k,Full buy: 20k+,Win,2
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Split,14,,7.9k,Eco: 0-5k,Win,2593
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Split,11,,6.3k,Semi-buy: 10-20k,Win,2593
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,Sunset,13,,0.2k,Eco: 0-5k,Loss,624
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,9,,15.3k,Full buy: 20k+,Loss,474
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Icebox,7,,11.7k,Full buy: 20k+,Win,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Sunset,5,,19.0k,Full buy: 20k+,Win,2
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Lotus,23,,3.1k,Full buy: 20k+,Loss,624
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Split,5,,10.5k,Full buy: 20k+,Loss,624
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Sunset,4,,4.7k,Full buy: 20k+,Win,2
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Split,6,,1.4k,Semi-buy: 10-20k,Loss,2593
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Icebox,11,,3.0k,Full buy: 20k+,Loss,13581
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,12,,0.9k,Full buy: 20k+,Loss,11058
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,2,,2.3k,Semi-buy: 10-20k,Win,2
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,11,,12.5k,Full buy: 20k+,Loss,2
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,Sunset,19,,20.4k,Full buy: 20k+,Win,2593
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Ascent,9,22.9k,7.5k,Full buy: 20k+,Win,878
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Lotus,12,21.8k,3.5k,Full buy: 20k+,Win,17
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Lotus,20,25.7k,4.8k,Full buy: 20k+,Win,878
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Lotus,5,21.0k,11.3k,Full buy: 20k+,Win,
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Fracture,7,19.8k,4.7k,Semi-buy: 10-20k,Win,188
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,G2 Esports vs FURIA,Ascent,3,20.3k,12.0k,Full buy: 20k+,Win,2406
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,G2 Esports vs FURIA,Ascent,19,20.1k,2.7k,Full buy: 20k+,Win,11058
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,2Game Esports vs Evil Geniuses,Haven,8,24.2k,13.9k,Full buy: 20k+,Win,5248
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,14,17.4k,1.4k,Semi-buy: 10-20k,Win,6961
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Haven,10,23.5k,27.5k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,Icebox,1,3.7k,0.4k,Eco: 0-5k,Win,15072
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Lotus,16,18.0k,15.1k,Semi-buy: 10-20k,Loss,11058
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Icebox,5,21.4k,5.7k,Full buy: 20k+,Loss,188
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Pearl,11,22.0k,7.5k,Full buy: 20k+,Loss,188
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Icebox,8,19.9k,5.9k,Semi-buy: 10-20k,Loss,2406
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Haven,6,22.5k,0.3k,Full buy: 20k+,Win,15072
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Fracture,10,22.7k,14.8k,Full buy: 20k+,Win,2355
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Split,13,4.0k,0.2k,Eco: 0-5k,Loss,6961
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Split,14,2.7k,8.5k,Eco: 0-5k,Loss,120
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Ascent,22,23.3k,19.8k,Full buy: 20k+,Loss,188
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Pearl,1,3.8k,0.2k,Eco: 0-5k,Win,2
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Fracture,18,23.8k,20.8k,Full buy: 20k+,Win,120
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Haven,4,22.2k,4.0k,Full buy: 20k+,Win,
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Pearl,4,21.7k,2.6k,Full buy: 20k+,Win,11058
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Pearl,12,26.2k,12.7k,Full buy: 20k+,Loss,11058
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Split,15,19.8k,2.4k,Semi-buy: 10-20k,Loss,2
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Split,20,24.0k,18.1k,Full buy: 20k+,Loss,2
Champions Tour 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Haven,12,13.2k,0.1k,Semi-buy: 10-20k,Win,11058
Champions Tour 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Split,2,17.5k,1.4k,Semi-buy: 10-20k,Loss,2
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 1,G2 Esports vs Trace Esports,Abyss,7,22.0k,10.5k,Full buy: 20k+,Win,11058
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Bind,17,23.5k,9.5k,Full buy: 20k+,Win,2059
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,14,2.9k,8.1k,Eco: 0-5k,Loss,8185
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,5,5.4k,10.8k,Semi-eco: 5-10k,Win,11058
Champions Tour 2025: Masters Bangkok,Playoffs,Grand Final,G2 Esports vs T1,Haven,10,25.0k,12.5k,Full buy: 20k+,Loss,14
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Lotus,10,24.8k,16.9k,Full buy: 20k+,Win,397
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Pearl,2,2.6k,8.2k,Eco: 0-5k,Loss,14419
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,18,23.8k,18.3k,Full buy: 20k+,Win,397
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,10,25.6k,21.1k,Full buy: 20k+,Loss,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,17,4.8k,11.5k,Eco: 0-5k,Loss,11479
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,6,23.1k,28.9k,Full buy: 20k+,Win,11479
Champions Tour 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Split,8,24.3k,29.8k,Full buy: 20k+,Loss,474
Champions Tour 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Fracture,13,3.6k,0.2k,Eco: 0-5k,Loss,474
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Pearl,12,23.8k,4.9k,Full buy: 20k+,Loss,14
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Pearl,21,21.1k,1.8k,Full buy: 20k+,Loss,466
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,9,24.0k,18.8k,Full buy: 20k+,Win,918
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Abyss,20,20.9k,12.6k,Full buy: 20k+,Loss,878
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Fracture,3,6.7k,7.9k,Semi-eco: 5-10k,Loss,624
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,18,24.4k,16.0k,Full buy: 20k+,Win,918
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,3,22.0k,0.4k,Full buy: 20k+,Win,918
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,6,9.5k,9.0k,Semi-eco: 5-10k,Loss,14
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,14,3.0k,8.3k,Eco: 0-5k,Loss,14
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,18,24.5k,24.5k,Full buy: 20k+,Loss,878
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,14,2.2k,8.3k,Eco: 0-5k,Loss,878
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,25,23.9k,1.1k,Full buy: 20k+,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,21,23.5k,10.2k,Full buy: 20k+,Win,11060
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,Haven,4,21.5k,0.7k,Full buy: 20k+,Loss,15072
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,Lotus,20,20.2k,4.1k,Full buy: 20k+,Loss,
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,Lotus,22,21.5k,3.5k,Full buy: 20k+,Win,
Champions Tour 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,Abyss,18,19.3k,2.5k,Semi-buy: 10-20k,Loss,11058
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Lotus,7,22.3k,2.8k,Full buy: 20k+,Win,120
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Pearl,16,21.4k,2.5k,Full buy: 20k+,Loss,
Champions Tour 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Lotus,11,21.3k,10.1k,Full buy: 20k+,Win,2
Champions Tour 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Lotus,19,20.9k,4.9k,Full buy: 20k+,Win,2
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Abyss,6,7.8k,8.3k,Semi-eco: 5-10k,Loss,5248
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Abyss,16,25.8k,6.9k,Full buy: 20k+,Win,5248
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Split,15,22.1k,8.7k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Haven,17,22.0k,0.6k,Full buy: 20k+,Loss,2355
Champions Tour 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,4,18.2k,2.6k,Semi-buy: 10-20k,Win,7386
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Lotus,5,24.5k,29.1k,Full buy: 20k+,Win,2059
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Icebox,16,23.6k,16.8k,Full buy: 20k+,Win,1001
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Fracture,19,22.8k,0.9k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Fracture,11,9.8k,7.9k,Semi-eco: 5-10k,Loss,397
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Fracture,12,21.9k,0.7k,Full buy: 20k+,Win,4915
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Team Liquid vs FUT Esports,Split,11,5.0k,11.9k,Semi-eco: 5-10k,Loss,1184
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,Lotus,22,23.2k,9.6k,Full buy: 20k+,Loss,7035
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,Haven,4,21.1k,1.9k,Full buy: 20k+,Win,397
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,16,21.5k,3.4k,Full buy: 20k+,Loss,14419
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,2,0.4k,10.2k,Eco: 0-5k,Loss,1184
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Lotus,6,22.5k,14.6k,Full buy: 20k+,Loss,8877
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Lotus,10,21.9k,17.0k,Full buy: 20k+,Loss,11479
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Fracture,4,6.3k,10.5k,Semi-eco: 5-10k,Win,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Haven,6,21.7k,2.8k,Full buy: 20k+,Win,2059
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Icebox,6,22.8k,26.9k,Full buy: 20k+,Win,4915
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Icebox,10,21.4k,13.7k,Full buy: 20k+,Loss,8877
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Lotus,4,22.4k,19.2k,Full buy: 20k+,Win,474
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Lotus,12,16.2k,0.4k,Semi-buy: 10-20k,Win,8877
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split,21,18.2k,3.3k,Semi-buy: 10-20k,Loss,8877
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Split,13,4.0k,0.2k,Eco: 0-5k,Loss,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,Ascent,20,23.6k,11.7k,Full buy: 20k+,Loss,1184
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Icebox,5,7.2k,9.6k,Semi-eco: 5-10k,Loss,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Icebox,16,21.0k,4.3k,Full buy: 20k+,Loss,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Icebox,2,14.5k,4.0k,Semi-buy: 10-20k,Win,2593
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Haven,13,3.8k,0.2k,Eco: 0-5k,Win,8185
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Split,17,13.4k,6.1k,Semi-buy: 10-20k,Loss,878
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Pearl,20,12.8k,6.9k,Semi-buy: 10-20k,Win,878
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Icebox,9,22.4k,4.9k,Full buy: 20k+,Win,11060
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Haven,9,6.4k,6.9k,Semi-eco: 5-10k,Loss,918
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Split,13,3.9k,0.3k,Eco: 0-5k,Loss,5448
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Pearl,22,25.9k,10.5k,Full buy: 20k+,Win,624
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Ascent,5,22.1k,4.1k,Full buy: 20k+,Win,918
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Split,1,4.0k,0.2k,Eco: 0-5k,Loss,8185
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Icebox,20,9.9k,8.3k,Semi-eco: 5-10k,Win,6199
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Icebox,1,3.8k,0.2k,Eco: 0-5k,Loss,8185
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Ascent,11,25.2k,9.2k,Full buy: 20k+,Win,624
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Split,8,22.5k,1.8k,Full buy: 20k+,Loss,17
